binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_629360_629361	chr1	629360	629361	142	False	NA
chr1_629378_629379	chr1	629378	629379	142	False	NA
chr1_629403_629404	chr1	629403	629404	134	False	NA
chr1_629920_629921	chr1	629920	629921	28155	True	2
chr1_631353_631354	chr1	631353	631354	308	True	4
chr1_631377_631378	chr1	631377	631378	336	True	4
chr1_631486_631487	chr1	631486	631487	661	True	4
chr1_631506_631507	chr1	631506	631507	631	True	4
chr1_631850_631851	chr1	631850	631851	109	False	NA
chr1_632580_632581	chr1	632580	632581	1624	True	4
chr1_632605_632606	chr1	632605	632606	1556	True	4
chr1_633930_633931	chr1	633930	633931	44068	True	2
chr1_633983_633984	chr1	633983	633984	44075	True	2
chr1_634014_634015	chr1	634014	634015	44069	True	2
chr1_634038_634039	chr1	634038	634039	15208	True	3
chr1_634056_634057	chr1	634056	634057	15225	True	3
chr1_2054579_2054580	chr1	2054579	2054580	31	False	NA
chr1_6199593_6199594	chr1	6199593	6199594	9118	True	2
chr1_6668443_6668444	chr1	6668443	6668444	5	False	NA
chr1_8861056_8861057	chr1	8861056	8861057	42670	True	2
chr1_8861079_8861080	chr1	8861079	8861080	43862	True	2
chr1_8861126_8861127	chr1	8861126	8861127	47323	True	2
chr1_8861273_8861274	chr1	8861273	8861274	31750	True	3
chr1_8863304_8863305	chr1	8863304	8863305	17621	True	3
chr1_8863992_8863993	chr1	8863992	8863993	21366	True	3
chr1_8864036_8864037	chr1	8864036	8864037	15544	True	3
chr1_8865337_8865338	chr1	8865337	8865338	14426	True	3
chr1_8865365_8865366	chr1	8865365	8865366	14881	True	3
chr1_8865440_8865441	chr1	8865440	8865441	12195	True	3
chr1_8866332_8866333	chr1	8866332	8866333	18542	True	3
chr1_8866350_8866351	chr1	8866350	8866351	24359	True	3
chr1_8866381_8866382	chr1	8866381	8866382	24259	True	3
chr1_8866492_8866493	chr1	8866492	8866493	14574	True	3
chr1_8867136_8867137	chr1	8867136	8867137	18976	True	3
chr1_8867230_8867231	chr1	8867230	8867231	28908	True	3
chr1_8867248_8867249	chr1	8867248	8867249	19110	True	3
chr1_8868045_8868046	chr1	8868045	8868046	12906	True	3
chr1_8870476_8870477	chr1	8870476	8870477	18427	True	3
chr1_8871903_8871904	chr1	8871903	8871904	20306	True	3
chr1_8871938_8871939	chr1	8871938	8871939	20113	True	3
chr1_8874836_8874837	chr1	8874836	8874837	25808	True	3
chr1_8874901_8874902	chr1	8874901	8874902	25738	True	3
chr1_8878640_8878641	chr1	8878640	8878641	28520	True	3
chr1_8878688_8878689	chr1	8878688	8878689	28189	True	3
chr1_11908150_11908151	chr1	11908150	11908151	250606	True	2
chr1_11908176_11908177	chr1	11908176	11908177	250677	True	2
chr1_11908193_11908194	chr1	11908193	11908194	250710	True	2
chr1_11908203_11908204	chr1	11908203	11908204	250710	True	2
chr1_11908239_11908240	chr1	11908239	11908240	250720	True	2
chr1_11909840_11909841	chr1	11909840	11909841	13348	True	6
chr1_11909887_11909888	chr1	11909887	11909888	13331	True	6
chr1_11909926_11909927	chr1	11909926	11909927	13155	True	6
chr1_16860188_16860189	chr1	16860188	16860189	39	False	NA
chr1_16872616_16872617	chr1	16872616	16872617	723	True	4
chr1_16889707_16889708	chr1	16889707	16889708	856	True	4
chr1_17408419_17408420	chr1	17408419	17408420	4985	True	6
chr1_19305129_19305130	chr1	19305129	19305130	817	True	4
chr1_19608589_19608590	chr1	19608589	19608590	906	True	1
chr1_23310121_23310122	chr1	23310121	23310122	5629	True	6
chr1_23692750_23692751	chr1	23692750	23692751	21304	True	2
chr1_23693859_23693860	chr1	23693859	23693860	27253	True	2
chr1_23694730_23694731	chr1	23694730	23694731	36776	True	2
chr1_23694769_23694770	chr1	23694769	23694770	36330	True	2
chr1_23695814_23695815	chr1	23695814	23695815	11292	True	2
chr1_23695865_23695866	chr1	23695865	23695866	10737	True	2
chr1_23695898_23695899	chr1	23695898	23695899	9888	True	2
chr1_23696355_23696356	chr1	23696355	23696356	6562	True	5
chr1_23696374_23696375	chr1	23696374	23696375	6598	True	5
chr1_25900636_25900637	chr1	25900636	25900637	7812	True	1
chr1_26475254_26475255	chr1	26475254	26475255	12693	True	2
chr1_27834400_27834401	chr1	27834400	27834401	10556	True	1
chr1_27834491_27834492	chr1	27834491	27834492	20714	True	3
chr1_27834514_27834515	chr1	27834514	27834515	17200	True	3
chr1_28506044_28506045	chr1	28506044	28506045	13064	True	3
chr1_28507364_28507365	chr1	28507364	28507365	276983	True	2
chr1_28507389_28507390	chr1	28507389	28507390	309834	True	3
chr1_28507404_28507405	chr1	28507404	28507405	316030	True	3
chr1_28507439_28507440	chr1	28507439	28507440	419212	True	2
chr1_28507456_28507457	chr1	28507456	28507457	420414	True	2
chr1_28507474_28507475	chr1	28507474	28507475	346825	True	2
chr1_28507491_28507492	chr1	28507491	28507492	321156	True	2
chr1_28507510_28507511	chr1	28507510	28507511	257141	True	2
chr1_28507535_28507536	chr1	28507535	28507536	253025	True	2
chr1_28507549_28507550	chr1	28507549	28507550	209854	True	2
chr1_28508556_28508557	chr1	28508556	28508557	333095	True	3
chr1_28508582_28508583	chr1	28508582	28508583	347192	True	3
chr1_28508599_28508600	chr1	28508599	28508600	352132	True	3
chr1_28508646_28508647	chr1	28508646	28508647	433409	True	3
chr1_28508663_28508664	chr1	28508663	28508664	345283	True	3
chr1_28508683_28508684	chr1	28508683	28508684	334513	True	3
chr1_28508702_28508703	chr1	28508702	28508703	221160	True	3
chr1_28508725_28508726	chr1	28508725	28508726	205028	True	3
chr1_28508741_28508742	chr1	28508741	28508742	148856	True	3
chr1_28578789_28578790	chr1	28578789	28578790	16508	True	3
chr1_28578801_28578802	chr1	28578801	28578802	16282	True	3
chr1_28578821_28578822	chr1	28578821	28578822	16209	True	3
chr1_28579794_28579795	chr1	28579794	28579795	97133	True	3
chr1_28579837_28579838	chr1	28579837	28579838	97527	True	3
chr1_28579861_28579862	chr1	28579861	28579862	97945	True	3
chr1_28579878_28579879	chr1	28579878	28579879	98053	True	3
chr1_28579894_28579895	chr1	28579894	28579895	98142	True	3
chr1_28580419_28580420	chr1	28580419	28580420	58501	True	3
chr1_28580437_28580438	chr1	28580437	28580438	58718	True	3
chr1_28580466_28580467	chr1	28580466	28580467	59186	True	3
chr1_28580484_28580485	chr1	28580484	28580485	59476	True	3
chr1_28580513_28580514	chr1	28580513	28580514	60881	True	3
chr1_28580954_28580955	chr1	28580954	28580955	39753	True	3
chr1_28580976_28580977	chr1	28580976	28580977	39434	True	3
chr1_28581008_28581009	chr1	28581008	28581009	39770	True	3
chr1_28581054_28581055	chr1	28581054	28581055	39842	True	3
chr1_28648597_28648598	chr1	28648597	28648598	105075	True	2
chr1_28648665_28648666	chr1	28648665	28648666	108527	True	2
chr1_28648692_28648693	chr1	28648692	28648693	108561	True	2
chr1_30968236_30968237	chr1	30968236	30968237	13812	True	5
chr1_31656806_31656807	chr1	31656806	31656807	25	False	NA
chr1_32362077_32362078	chr1	32362077	32362078	2190	True	4
chr1_35184157_35184158	chr1	35184157	35184158	17830	True	6
chr1_35184238_35184239	chr1	35184238	35184239	17440	True	6
chr1_35189083_35189084	chr1	35189083	35189084	6492	True	1
chr1_35191441_35191442	chr1	35191441	35191442	11116	True	5
chr1_39560860_39560861	chr1	39560860	39560861	6086	True	6
chr1_39567408_39567409	chr1	39567408	39567409	39013	True	3
chr1_39567510_39567511	chr1	39567510	39567511	34116	True	3
chr1_42682501_42682502	chr1	42682501	42682502	4188	True	3
chr1_42696721_42696722	chr1	42696721	42696722	6509	True	3
chr1_42697247_42697248	chr1	42697247	42697248	3366	True	3
chr1_42700876_42700877	chr1	42700876	42700877	6654	True	3
chr1_42700898_42700899	chr1	42700898	42700899	6540	True	3
chr1_42700928_42700929	chr1	42700928	42700929	6576	True	3
chr1_42702024_42702025	chr1	42702024	42702025	8945	True	3
chr1_42702173_42702174	chr1	42702173	42702174	2280	True	6
chr1_44721813_44721814	chr1	44721813	44721814	51198	True	2
chr1_44721861_44721862	chr1	44721861	44721862	51052	True	2
chr1_44721904_44721905	chr1	44721904	44721905	51031	True	2
chr1_44731130_44731131	chr1	44731130	44731131	27768	True	2
chr1_44731171_44731172	chr1	44731171	44731172	27768	True	2
chr1_44775573_44775574	chr1	44775573	44775574	3043	True	6
chr1_44775863_44775864	chr1	44775863	44775864	38759	True	3
chr1_44775893_44775894	chr1	44775893	44775894	38715	True	3
chr1_44776090_44776091	chr1	44776090	44776091	28252	True	3
chr1_44776491_44776492	chr1	44776491	44776492	41031	True	3
chr1_44776509_44776510	chr1	44776509	44776510	41116	True	3
chr1_44776539_44776540	chr1	44776539	44776540	40973	True	3
chr1_44776761_44776762	chr1	44776761	44776762	20980	True	2
chr1_44777625_44777626	chr1	44777625	44777626	29947	True	3
chr1_44777656_44777657	chr1	44777656	44777657	49372	True	3
chr1_44777705_44777706	chr1	44777705	44777706	48654	True	3
chr1_44777750_44777751	chr1	44777750	44777751	49704	True	3
chr1_44777840_44777841	chr1	44777840	44777841	38577	True	3
chr1_44777865_44777866	chr1	44777865	44777866	22215	True	3
chr1_44778002_44778003	chr1	44778002	44778003	15848	True	3
chr1_44778023_44778024	chr1	44778023	44778024	31819	True	3
chr1_44778038_44778039	chr1	44778038	44778039	31929	True	3
chr1_44778110_44778111	chr1	44778110	44778111	31579	True	3
chr1_44778387_44778388	chr1	44778387	44778388	22972	True	3
chr1_44778414_44778415	chr1	44778414	44778415	22935	True	3
chr1_44778583_44778584	chr1	44778583	44778584	12411	True	2
chr1_44778656_44778657	chr1	44778656	44778657	12024	True	2
chr1_44819914_44819915	chr1	44819914	44819915	47905	True	2
chr1_44819943_44819944	chr1	44819943	44819944	47905	True	2
chr1_44819956_44819957	chr1	44819956	44819957	47905	True	2
chr1_44819972_44819973	chr1	44819972	44819973	47874	True	2
chr1_44819999_44820000	chr1	44819999	44820000	47680	True	2
chr1_45511107_45511108	chr1	45511107	45511108	5927	True	6
chr1_45511260_45511261	chr1	45511260	45511261	17411	True	6
chr1_45511316_45511317	chr1	45511316	45511317	15969	True	6
chr1_45511345_45511346	chr1	45511345	45511346	13489	True	6
chr1_45511378_45511379	chr1	45511378	45511379	6563	True	6
chr1_45514539_45514540	chr1	45514539	45514540	4461	True	5
chr1_45514628_45514629	chr1	45514628	45514629	3673	True	5
chr1_45514911_45514912	chr1	45514911	45514912	3641	True	1
chr1_45514983_45514984	chr1	45514983	45514984	3368	True	1
chr1_45515669_45515670	chr1	45515669	45515670	4797	True	5
chr1_45515741_45515742	chr1	45515741	45515742	8096	True	3
chr1_45515785_45515786	chr1	45515785	45515786	6832	True	3
chr1_45519038_45519039	chr1	45519038	45519039	5514	True	1
chr1_45521852_45521853	chr1	45521852	45521853	9876	True	6
chr1_45850747_45850748	chr1	45850747	45850748	108	False	NA
chr1_47270396_47270397	chr1	47270396	47270397	37	False	NA
chr1_47987866_47987867	chr1	47987866	47987867	0	False	NA
chr1_51973416_51973417	chr1	51973416	51973417	4826	True	1
chr1_54890587_54890588	chr1	54890587	54890588	0	False	NA
chr1_55064803_55064804	chr1	55064803	55064804	5783	True	6
chr1_65415915_65415916	chr1	65415915	65415916	837	True	4
chr1_67413055_67413056	chr1	67413055	67413056	3087	True	6
chr1_67413163_67413164	chr1	67413163	67413164	5328	True	5
chr1_67426223_67426224	chr1	67426223	67426224	11275	True	3
chr1_71067704_71067705	chr1	71067704	71067705	6017	True	4
chr1_75787069_75787070	chr1	75787069	75787070	25400	True	3
chr1_75787093_75787094	chr1	75787093	75787094	25530	True	3
chr1_75787116_75787117	chr1	75787116	75787117	25621	True	3
chr1_75787886_75787887	chr1	75787886	75787887	68287	True	3
chr1_75787917_75787918	chr1	75787917	75787918	68228	True	3
chr1_75787935_75787936	chr1	75787935	75787936	68151	True	3
chr1_75789474_75789475	chr1	75789474	75789475	41087	True	3
chr1_75789487_75789488	chr1	75789487	75789488	41035	True	3
chr1_75789500_75789501	chr1	75789500	75789501	40931	True	3
chr1_75789510_75789511	chr1	75789510	75789511	40774	True	3
chr1_75789526_75789527	chr1	75789526	75789527	40688	True	3
chr1_85580759_85580760	chr1	85580759	85580760	28	False	NA
chr1_85581034_85581035	chr1	85581034	85581035	78	False	NA
chr1_85582062_85582063	chr1	85582062	85582063	147	False	NA
chr1_85582544_85582545	chr1	85582544	85582545	107	False	NA
chr1_85582577_85582578	chr1	85582577	85582578	82	False	NA
chr1_85582961_85582962	chr1	85582961	85582962	125	False	NA
chr1_85582999_85583000	chr1	85582999	85583000	96	False	NA
chr1_85583552_85583553	chr1	85583552	85583553	156	False	NA
chr1_85583572_85583573	chr1	85583572	85583573	159	False	NA
chr1_85583642_85583643	chr1	85583642	85583643	178	False	NA
chr1_88794473_88794474	chr1	88794473	88794474	1966	True	1
chr1_91387318_91387319	chr1	91387318	91387319	17981	True	3
chr1_91387593_91387594	chr1	91387593	91387594	75401	True	3
chr1_92832039_92832040	chr1	92832039	92832040	14464	True	2
chr1_92833409_92833410	chr1	92833409	92833410	8672	True	2
chr1_92833422_92833423	chr1	92833422	92833423	8967	True	2
chr1_92833444_92833445	chr1	92833444	92833445	11323	True	2
chr1_92833562_92833563	chr1	92833562	92833563	24774	True	2
chr1_92837288_92837289	chr1	92837288	92837289	11027	True	3
chr1_92837302_92837303	chr1	92837302	92837303	11034	True	3
chr1_92837359_92837360	chr1	92837359	92837360	11012	True	3
chr1_92837502_92837503	chr1	92837502	92837503	22516	True	2
chr1_92837546_92837547	chr1	92837546	92837547	22525	True	2
chr1_92840593_92840594	chr1	92840593	92840594	2312	True	4
chr1_92840716_92840717	chr1	92840716	92840717	70010	True	3
chr1_92840746_92840747	chr1	92840746	92840747	77247	True	3
chr1_92840779_92840780	chr1	92840779	92840780	77105	True	3
chr1_92840804_92840805	chr1	92840804	92840805	76949	True	3
chr1_92841776_92841777	chr1	92841776	92841777	28866	True	3
chr1_92841813_92841814	chr1	92841813	92841814	30196	True	2
chr1_92841871_92841872	chr1	92841871	92841872	29753	True	2
chr1_93847567_93847568	chr1	93847567	93847568	18112	True	2
chr1_93847621_93847622	chr1	93847621	93847622	18117	True	2
chr1_109100192_109100193	chr1	109100192	109100193	119617	True	3
chr1_109100305_109100306	chr1	109100305	109100306	514913	True	2
chr1_109100332_109100333	chr1	109100332	109100333	557295	True	2
chr1_109100429_109100430	chr1	109100429	109100430	444793	True	2
chr1_109100574_109100575	chr1	109100574	109100575	64978	True	1
chr1_112650813_112650814	chr1	112650813	112650814	1155	True	4
chr1_112670371_112670372	chr1	112670371	112670372	14408	True	6
chr1_112671438_112671439	chr1	112671438	112671439	7197	True	6
chr1_114727788_114727789	chr1	114727788	114727789	1801	True	1
chr1_119331518_119331519	chr1	119331518	119331519	776	True	4
chr1_121016862_121016863	chr1	121016862	121016863	2915	True	1
chr1_121016924_121016925	chr1	121016924	121016925	2915	True	1
chr1_144412603_144412604	chr1	144412603	144412604	3115	True	1
chr1_144412620_144412621	chr1	144412620	144412621	10890	True	5
