binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_1014432_1014433	chr1	1014432	1014433	103	False	NA
chr1_1045196_1045197	chr1	1045196	1045197	2449	True	1
chr1_1055015_1055016	chr1	1055015	1055016	12450	True	6
chr1_6613870_6613871	chr1	6613870	6613871	121	False	NA
chr1_7961718_7961719	chr1	7961718	7961719	2136	True	3
chr1_7977678_7977679	chr1	7977678	7977679	975	True	3
chr1_8727163_8727164	chr1	8727163	8727164	97	False	NA
chr1_8861382_8861383	chr1	8861382	8861383	22666	True	6
chr1_11012653_11012654	chr1	11012653	11012654	2894	True	6
chr1_17257843_17257844	chr1	17257843	17257844	93	False	NA
chr1_17439666_17439667	chr1	17439666	17439667	3252	True	6
chr1_19622133_19622134	chr1	19622133	19622134	1295	True	3
chr1_21885095_21885096	chr1	21885095	21885096	1429	True	1
chr1_23310975_23310976	chr1	23310975	23310976	7698	True	6
chr1_23311273_23311274	chr1	23311273	23311274	7604	True	6
chr1_23318670_23318671	chr1	23318670	23318671	4500	True	1
chr1_25900671_25900672	chr1	25900671	25900672	15924	True	6
chr1_25901508_25901509	chr1	25901508	25901509	8444	True	6
chr1_25901625_25901626	chr1	25901625	25901626	10952	True	6
chr1_26472514_26472515	chr1	26472514	26472515	12236	True	6
chr1_26472588_26472589	chr1	26472588	26472589	13595	True	6
chr1_26945619_26945620	chr1	26945619	26945620	2412	True	1
chr1_26946176_26946177	chr1	26946176	26946177	3095	True	6
chr1_27834412_27834413	chr1	27834412	27834413	10563	True	3
chr1_27834443_27834444	chr1	27834443	27834444	20515	True	6
chr1_27834546_27834547	chr1	27834546	27834547	15986	True	6
chr1_28506081_28506082	chr1	28506081	28506082	13331	True	6
chr1_28538827_28538828	chr1	28538827	28538828	2394	True	6
chr1_28581022_28581023	chr1	28581022	28581023	39581	True	6
chr1_30949202_30949203	chr1	30949202	30949203	0	False	NA
chr1_30968217_30968218	chr1	30968217	30968218	13577	True	6
chr1_35189008_35189009	chr1	35189008	35189009	7796	True	6
chr1_35189064_35189065	chr1	35189064	35189065	6495	True	6
chr1_35190583_35190584	chr1	35190583	35190584	4267	True	6
chr1_35190878_35190879	chr1	35190878	35190879	7640	True	6
chr1_35808335_35808336	chr1	35808335	35808336	122	False	NA
