binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_629923_629924	chr1	629923	629924	27896	True	4
chr1_633970_633971	chr1	633970	633971	43741	True	4
chr1_633990_633991	chr1	633990	633991	43748	True	4
chr1_944257_944258	chr1	944257	944258	1888	True	3
chr1_999567_999568	chr1	999567	999568	809	True	6
chr1_999580_999581	chr1	999580	999581	837	True	6
chr1_1390367_1390368	chr1	1390367	1390368	4926	True	2
chr1_1390536_1390537	chr1	1390536	1390537	7733	True	3
chr1_1390789_1390790	chr1	1390789	1390790	6631	True	1
chr1_1393447_1393448	chr1	1393447	1393448	7461	True	3
chr1_1395411_1395412	chr1	1395411	1395412	6297	True	3
chr1_1395460_1395461	chr1	1395460	1395461	6368	True	3
chr1_1395477_1395478	chr1	1395477	1395478	6243	True	3
chr1_1395498_1395499	chr1	1395498	1395499	5983	True	3
chr1_1736808_1736809	chr1	1736808	1736809	989	True	1
chr1_2307273_2307274	chr1	2307273	2307274	2023	True	3
chr1_6192939_6192940	chr1	6192939	6192940	1003	True	6
chr1_6192954_6192955	chr1	6192954	6192955	1003	True	6
chr1_6197654_6197655	chr1	6197654	6197655	4414	True	1
chr1_6199592_6199593	chr1	6199592	6199593	9051	True	4
chr1_8206570_8206571	chr1	8206570	8206571	262	True	5
chr1_8866381_8866382	chr1	8866381	8866382	24172	True	1
chr1_8866486_8866487	chr1	8866486	8866487	14715	True	1
chr1_8867249_8867250	chr1	8867249	8867250	19057	True	1
chr1_8868015_8868016	chr1	8868015	8868016	12563	True	1
chr1_8868038_8868039	chr1	8868038	8868039	12670	True	1
chr1_8870458_8870459	chr1	8870458	8870459	18459	True	1
chr1_8870482_8870483	chr1	8870482	8870483	18205	True	1
chr1_8878641_8878642	chr1	8878641	8878642	28469	True	1
chr1_10459734_10459735	chr1	10459734	10459735	1266	True	5
chr1_11018788_11018789	chr1	11018788	11018789	2667	True	2
chr1_11022317_11022318	chr1	11022317	11022318	8209	True	1
chr1_11022338_11022339	chr1	11022338	11022339	8269	True	1
chr1_11022803_11022804	chr1	11022803	11022804	893	True	3
chr1_11023129_11023130	chr1	11023129	11023130	4263	True	4
chr1_11023361_11023362	chr1	11023361	11023362	7952	True	4
chr1_11024289_11024290	chr1	11024289	11024290	2267	True	3
chr1_11024302_11024303	chr1	11024302	11024303	2226	True	3
chr1_11080901_11080902	chr1	11080901	11080902	1510	True	2
chr1_11152377_11152378	chr1	11152377	11152378	1248	True	5
chr1_11908151_11908152	chr1	11908151	11908152	248452	True	4
chr1_11908176_11908177	chr1	11908176	11908177	248523	True	4
chr1_11908192_11908193	chr1	11908192	11908193	248556	True	4
chr1_11908239_11908240	chr1	11908239	11908240	248566	True	4
chr1_11909840_11909841	chr1	11909840	11909841	13167	True	4
chr1_11909887_11909888	chr1	11909887	11909888	13150	True	4
chr1_12617518_12617519	chr1	12617518	12617519	6926	True	4
chr1_13778751_13778752	chr1	13778751	13778752	1008	True	5
chr1_15536628_15536629	chr1	15536628	15536629	279	True	6
chr1_15872889_15872890	chr1	15872889	15872890	1979	True	2
chr1_15872963_15872964	chr1	15872963	15872964	2065	True	2
chr1_15873011_15873012	chr1	15873011	15873012	2028	True	2
chr1_15876301_15876302	chr1	15876301	15876302	1813	True	3
chr1_15876467_15876468	chr1	15876467	15876468	2152	True	2
chr1_15911205_15911206	chr1	15911205	15911206	1800	True	2
chr1_15911259_15911260	chr1	15911259	15911260	1602	True	2
chr1_15916234_15916235	chr1	15916234	15916235	993	True	2
chr1_15918940_15918941	chr1	15918940	15918941	1208	True	2
chr1_15922283_15922284	chr1	15922283	15922284	1679	True	3
chr1_15922327_15922328	chr1	15922327	15922328	1663	True	3
chr1_15928212_15928213	chr1	15928212	15928213	2439	True	2
chr1_15928252_15928253	chr1	15928252	15928253	3245	True	3
chr1_15928302_15928303	chr1	15928302	15928303	4034	True	3
chr1_15928325_15928326	chr1	15928325	15928326	3889	True	3
